# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S082_2017_Jun_06_19_10_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:17:20 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B2-S082-T00(raw),MZ002H-Pool01-P008B2-S082-T12(raw),MZ002H-Pool02-P008B2-S082-T00(raw),MZ002H-Pool02-P008B2-S082-T12(raw),MZ002H-Pool03-P008B2-S082-T00(raw),MZ002H-Pool03-P008B2-S082-T12(raw),MZ002H-Pool04-P008B2-S082-T00(raw),MZ002H-Pool04-P008B2-S082-T12(raw),MZ002H-Pool05-P008B2-S082-T00(raw),MZ002H-Pool05-P008B2-S082-T12(raw),MZ002H-Pool06-P008B2-S082-T00(raw),MZ002H-Pool06-P008B2-S082-T12(raw),MZ002H-Pool07-P008B2-S082-T00(raw),MZ002H-Pool07-P008B2-S082-T12(raw),MZ002H-Pool08-P008B2-S082-T00(raw),MZ002H-Pool08-P008B2-S082-T12(raw),MZ002H-Pool09-P008B2-S082-T00(raw),MZ002H-Pool09-P008B2-S082-T12(raw),MZ002H-Pool10-P008B2-S082-T00(raw),MZ002H-Pool10-P008B2-S082-T12(raw),MZ002H-Pool11-P008B2-S082-T00(raw),MZ002H-Pool11-P008B2-S082-T12(raw),MZ002H-Pool12-P008B2-S082-T00(raw),MZ002H-Pool12-P008B2-S082-T12(raw),MZ002H-Pool13-P008B2-S082-T00(raw),MZ002H-Pool13-P008B2-S082-T12(raw),MZ002H-Pool14-P008B2-S082-T00(raw),MZ002H-Pool14-P008B2-S082-T12(raw),MZ002H-Pool15-P008B2-S082-T00(raw),MZ002H-Pool15-P008B2-S082-T12(raw),MZ002H-Pool16-P008B2-S082-T00(raw),MZ002H-Pool16-P008B2-S082-T12(raw),MZ002H-Pool17-P008B2-S082-T00(raw),MZ002H-Pool17-P008B2-S082-T12(raw),MZ002H-Pool18-P008B2-S082-T00(raw),MZ002H-Pool18-P008B2-S082-T12(raw),MZ002H-Pool19-P008B2-S082-T00(raw),MZ002H-Pool19-P008B2-S082-T12(raw),MZ002H-Pool20-P008B2-S082-T00(raw),MZ002H-Pool20-P008B2-S082-T12(raw),MZ002H-Pool21-P008B2-S082-T00(raw),MZ002H-Pool21-P008B2-S082-T12(raw),MZ002H-Pool97-P008B2-S082-T00(raw),MZ002H-Pool97-P008B2-S082-T12(raw),MZ002H-Pool98-P008B2-S082-T00(raw),MZ002H-Pool98-P008B2-S082-T12(raw),MZ002H-Pool99-P008B2-S082-T00(raw),MZ002H-Pool99-P008B2-S082-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
331.1887@2.1276174,336114,354472,329723,303286,335972,305955,363404,297489,240508,265132,282195,45041,331330,318882,333488,288376,235546,1,337831,258279,335390,318691,329164,307582,319335,312445,311372,327084,337826,283366,218054,36122,273285,312065,309574,309272,334405,294388,324459,301629,323370,303577,313580,330953,325044,329530,319459,312234,331.1887@2.1276174,331.1887,2.1276174,47,+,"(332.1962, 53248.89)(333.1992, 4972.92)(334.196, 1027.96)(701.3499, 1295.38)(663.3796, 7419.94)(664.3774, 3048.83)(665.3783, 1111.9)"
373.2224@2.1271749,302040,277160,305000,325802,1,263325,278131,104119,346419,312733,309355,1,107815,308150,1,313102,312517,313802,295617,255898,260318,245689,272598,276183,266185,275416,361634,312052,239166,219245,175847,1,243960,1,258195,277633,239150,199783,297057,264688,251154,264912,307986,1,319238,261369,1,1,373.2224@2.1271749,373.2224,2.1271749,40,+,"(374.2259, 35258.95)(375.2309, 7035.25)(376.2177, 6964.1)"
222.148@2.1415334,50141,49369,50219,51041,44281,41768,50952,43011,39576,1,1,30062,51306,42460,45911,44115,38405,31532,47507,44482,48942,39350,45993,42619,46598,48550,46484,48904,53051,35748,1,34403,47448,47106,44657,45256,46330,46688,45727,41654,49394,43308,45594,46474,46121,47132,41994,44479,222.148@2.1415334,222.148,2.1415334,45,+,"(223.1553, 8846.89)(224.1576, 1351.16)(445.2981, 778.39)"
216.1428@2.1369774,100084,103236,101922,97035,90055,91498,97658,84470,101023,93241,99091,1,100891,38347,101220,86707,1,102510,111597,86814,104480,93185,95983,93512,83684,94254,96248,99014,102947,94342,1,1,97838,92604,94957,99317,104015,103661,87856,97569,101840,91494,103757,91985,95769,94830,45305,97081,216.1428@2.1369774,216.1428,2.1369774,44,+,"(217.1501, 10040.55)(218.1523, 576.7)(433.2906, 5031.28)(434.2909, 1596.32)"
438.7334@2.1381996,46394,53349,1,51501,45545,48082,70823,39882,1,58693,53510,46101,60059,31012,47940,1,44393,1,52768,1,56091,49223,59525,51364,44050,53434,44682,45297,1,46996,60345,29177,48301,51435,48460,46350,1,1,56547,44585,48440,47011,43290,47740,48086,46730,46070,48500,438.7334@2.1381996,438.7334,2.1381996,40,+,"(439.7408, 11821.72)(440.7413, 3315.15)(441.7349, 2247.07)(878.4645, 509.06)(879.4802, 320.12)"
460.2809@2.1390626,6831784,7022706,7123300,6867748,6340723,5633624,6666940,5491885,7011472,6854818,6743132,4641145,6484437,6043875,6202960,6121050,5100009,6361772,6733216,5531911,6203664,5917993,6132904,5808171,6230693,6342826,6557308,6799266,6569195,5865091,4628964,3746461,6432146,6291021,6182167,6114490,6407543,5900741,6187691,6047093,6543031,6355423,5780846,6459225,6573692,6477835,6186692,6005041,460.2809@2.1390626,460.2809,2.1390626,48,+,"(461.2881, 1185267.4)(462.2913, 276654.2)(463.293, 36373.32)(464.2929, 3589.39)"
115.0636@2.1411521,4236138,4304884,4253623,4148327,3934792,3489523,3946104,3051933,3175147,1,2696717,1,3846037,3598196,3798610,3789494,3084996,2130723,4052066,3366805,3780917,3551354,3769197,3586332,3671494,3708808,3932734,4002499,3949056,3430037,2802529,2146560,3828132,3830747,3697735,3608837,3839445,3570603,3767226,3570906,3927146,3991251,3662120,3621134,3896163,3911235,3536221,3559821,115.0636@2.1411521,115.0636,2.1411521,46,+,"(116.071, 844767.9)(117.0739, 39882.71)"
288.1744@2.140362,2293305,2429224,2348360,2323872,2219700,1990719,2255487,1958320,1,1289397,1850418,1537175,2190887,2048275,2181420,2087527,1956587,2193095,2324524,1919161,2165183,2001334,2208549,1965494,2117395,2144711,2225968,2265794,2202144,2048440,1566797,8929850,2207388,2222083,2142725,2131926,2124428,1998111,2161731,2069101,2238212,2188833,2054356,2178392,2248833,2212232,2045125,2063948,288.1744@2.140362,288.1744,2.140362,47,+,"(311.1652, 1471.85)(599.3343, 3340.32)(600.3243, 1194.75)(289.1819, 505435.9)(290.1837, 13144.21)(291.1888, 789.02)(327.1414, 828.1)(577.3552, 950250.4)(578.3577, 147354.14)(579.3567, 17784.51)"
109.064@2.1400452,83610,95600,90553,92241,86326,75147,88029,69821,60862,72272,1,1,84624,76531,77646,74593,62758,1,102686,69417,79711,75559,83050,74339,82612,84522,88723,85653,79905,77713,64115,1,98538,81496,76126,74613,81990,71760,81129,71232,81023,86068,80400,92091,80955,79957,79659,75770,109.064@2.1400452,109.064,2.1400452,44,+,"(110.0713, 17604.89)(111.0748, 1073.22)(112.0751, 517.43)(257.0945, 507.08)(219.1347, 1392.01)"
250.1434@2.14063,67464,67242,75058,65420,63707,54106,63914,57525,45947,51012,1,35839,64799,56611,60086,57959,46315,1,64488,52379,60162,55215,62025,54972,60066,61617,61972,63367,62465,58485,44756,36537,64212,58287,56858,56882,59612,55872,58053,62145,61866,62901,57193,62403,63352,61039,60346,58991,250.1434@2.14063,250.1434,2.14063,46,+,"(251.1507, 11111.67)(252.1536, 1582.66)(253.1593, 754.94)(501.2963, 2523.42)"
331.6895@2.1671999,1,1,1,1,1,1,1,138642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,153307,1,1,1,1,1,1,1,1,1,1,1,1,157279,1,150702,152317,1,1,1,1,1,1,1,1,331.6895@2.1671999,331.6895,2.1671999,5,+,"(332.6967, 17333.18)(333.6984, 965.82)(334.7012, 16315.74)(335.7052, 1168.19)(336.7, 621.31)"
453.8814@2.1544614,1,1,1,1,1,21468,1,1,1,1,26478,1,1,1,1,1,26700,1,21698,1,1,1,1,18014,1,1,20685,1,1,21260,16953,17948,1,1,1,1,1,1,20451,1,1,1,19880,19559,1,1,1,15928,453.8814@2.1544614,453.8814,2.1544614,13,+,"(476.8751, 422.35)(454.8888, 5804.53)(455.9031, 394.32)(456.9034, 383.38)"
461.7264@2.1416593,89296,95232,91195,86424,88430,72742,92097,83516,95729,88232,81017,92229,88526,96103,73703,92366,88238,84075,86696,83244,87015,68970,86200,73421,73803,1,79771,97203,92885,72051,93958,75757,93096,78743,76552,87071,88339,78786,96708,82632,85598,96355,85564,92081,87714,97874,71716,103130,461.7264@2.1416593,461.7264,2.1416593,47,+,"(462.7342, 18812.32)(463.7388, 7514.96)(464.7382, 1367.92)(924.4564, 859.1)(925.4617, 739.3)(926.4795, 697.45)"
545.2555@2.160222,1,1,54870,1,78125,58880,67699,90551,1,44913,1,1,1,67297,1,1,60017,72440,73023,55845,77626,58338,61991,53422,1,42801,1,1,1,53909,78206,1,1,1,1,1,57441,54349,57007,61866,1,1,61160,52081,1,40791,54328,71463,545.2555@2.160222,545.2555,2.160222,27,+,"(546.2628, 18725.02)(547.2737, 6336.19)(548.2696, 3915.61)"
386.2124@2.145146,501506,512482,202992,502038,506736,432397,541161,435492,531496,490339,490273,442174,512577,466266,497304,479031,518707,460250,3444984,392344,511330,449953,516012,441767,459002,453354,484952,471608,496330,441782,532032,393290,493102,3092313,467689,474887,487915,457597,493594,463164,491644,467772,471168,489655,494215,471208,474321,469399,386.2124@2.145146,386.2124,2.145146,48,+,"(387.22, 95844.3)(388.223, 13379.02)(389.2079, 926100.94)(425.1752, 639.61)(811.3841, 467.57)(812.3701, 567.16)(773.4306, 17093.75)(774.4319, 6641.93)(775.4276, 1792.4)(776.4381, 281.42)"
499.7633@2.159853,1,31436,1,1,35197,33694,33324,33097,1,32090,47821,33403,33422,32686,30728,1,1,1,1,29091,47114,26548,25344,36802,1,1,36159,1,32763,38683,33915,26139,25902,1,1,1,31076,44523,37458,45935,50937,29616,25763,28468,35924,28985,31085,36544,499.7633@2.159853,499.7633,2.159853,34,+,"(500.771, 8036.06)(501.7709, 1918.75)(502.7734, 5088.37)"
541.3051@2.1511664,110081,113769,100790,109730,103377,95834,100418,92511,115201,108162,123356,103820,94535,106201,100041,100616,103145,101784,113707,97070,103223,100281,105313,84775,92192,88512,100667,118637,98573,93014,111542,102799,97346,101707,88670,95322,99035,90871,94499,105635,115487,99701,94255,97893,95559,97373,87880,93360,541.3051@2.1511664,541.3051,2.1511664,48,+,"(542.3125, 30946.68)(543.3107, 11118.23)"
326.7125@2.1382382,30884,1,34479,34982,1,18323,1,1,1,35730,33596,29728,21741,1,24829,1,1,34352,1,1,1,1,1,1,33596,1,32957,1,1,1,27851,1,29732,1,1,32658,19760,1,29756,1,1,26666,1,26776,38880,36064,1,1,326.7125@2.1382382,326.7125,2.1382382,21,+,"(327.7198, 8418.84)(328.7156, 1132.61)(329.7087, 3136.75)(330.7079, 498.77)"
105.0424@2.1521852,46952,40818,50629,43977,42315,1,1,33841,1,1,1,1,45704,1,43972,46364,1,1,44980,38739,1,16633,1,45035,1,41412,44235,1,44525,1,49164,1,1,40475,41299,1,1,36157,41793,43969,1,1,41177,45290,1,41548,37969,37589,105.0424@2.1521852,105.0424,2.1521852,27,+,"(106.0498, 12331.24)(107.0562, 855.44)"
428.1919@2.1541247,194254,214211,194544,218686,220535,208772,207837,194557,198160,212498,192249,197814,202934,208298,194352,219611,195463,188073,193510,179208,205210,196648,190929,202984,185548,190266,188447,200600,199402,205678,218716,196861,168749,191587,173338,189556,194397,203318,198313,203233,192242,198451,190834,219770,192052,194901,198914,208457,428.1919@2.1541247,428.1919,2.1541247,48,+,"(451.1794, 3625.96)(452.1848, 1093.54)(453.1626, 938.3)(429.1993, 54270.22)(430.2068, 11233.36)(431.2142, 4831.29)(467.1557, 960.5)(468.1472, 423.83)"
625.2607@2.1480005,36963,34427,36350,35689,33613,31815,35526,31313,50468,36128,37044,1,34805,33542,34946,34895,37782,36082,37150,30765,35066,42876,41411,35772,36774,1,36025,38302,36520,31800,34614,32387,35600,43828,38008,34274,33497,31797,34326,32933,37295,1,33146,35765,35838,39190,34253,32708,625.2607@2.1480005,625.2607,2.1480005,45,+,"(626.2682, 9256.16)(627.2715, 3188.08)(628.2759, 1519.55)"
233.0695@2.1553686,23926,18459,1,21506,1,22387,25487,23029,21934,22554,23487,1,23651,1,23114,21697,23957,21473,1,20996,25194,22222,27544,1,1,21609,1,20591,23466,23362,27767,21959,22313,21876,21701,23282,23901,24670,27897,23950,24302,1,24367,21644,22664,18112,27253,1,233.0695@2.1553686,233.0695,2.1553686,38,+,"(234.077, 7448.24)(235.0903, 1235.64)(467.1531, 925.52)(468.153, 401.46)(469.1649, 393.81)"
561.2847@2.1552303,3413359,3466848,3542538,3492078,3528916,3191549,3603452,3192374,3631579,3326683,3312092,3250010,3482447,3430346,3423190,3348886,3585075,3187230,3323380,2828236,3459030,3309322,3369429,3152436,3177311,3232472,3381101,3322350,3461800,3291438,3517143,3326116,3232236,3268831,3199699,3067337,3451970,3223267,3377751,3214491,3466353,3307082,3247885,3485448,3378609,3281702,3380746,3293115,561.2847@2.1552303,561.2847,2.1552303,48,+,"(584.2726, 16587.53)(585.2778, 5138.31)(562.2917, 1169037.6)(563.295, 297898.7)(564.2936, 79613.96)(565.2945, 14283.51)(566.2983, 3850.9)(600.2495, 2286.41)(601.2464, 1000.01)"
264.1477@2.1494687,105551,110321,101946,110885,105183,94455,108796,91259,110494,105864,102143,98481,98870,103193,98046,100006,104489,1,99884,87187,101042,98055,103211,93691,91640,94166,94283,96878,107826,94103,105679,96107,95759,100419,94914,92166,100675,94585,93714,93497,99077,105555,99268,103976,104296,107065,96647,99469,264.1477@2.1494687,264.1477,2.1494687,47,+,"(265.1551, 37892.03)(266.1583, 6131.44)(267.1602, 953.57)(303.1152, 468.5)"
421.1645@2.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,666606,491306,633635,488054,1,1,1,1,1,1,1,1,1,1,634990,493371,1,1,1,1,541101,450919,1,1,1,1,1,1,1,1,421.1645@2.15,421.1645,2.15,8,+,"(422.1719, 166835.4)(423.1745, 37620.7)(424.1774, 6421.62)(425.1798, 525.82)"
376.1062@2.15075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46116,35867,46799,37391,1,1,1,1,1,1,1,1,1,1,46179,37157,1,1,1,1,35980,30130,1,1,1,1,1,1,1,1,376.1062@2.15075,376.1062,2.15075,8,+,"(377.1132, 11804.84)(378.1167, 3049.98)(379.1241, 732.39)"
424.2687@2.1623542,218258,223468,217691,221053,206561,194720,216259,191149,223248,211199,209718,202968,208296,206741,196351,207173,222928,202668,205578,181347,206280,197576,207635,193316,202208,199687,202306,214939,213346,194623,207677,199545,198912,205594,197071,202738,202786,196106,195355,194447,216878,214201,191259,216324,210899,210209,202600,204815,424.2687@2.1623542,424.2687,2.1623542,48,+,"(425.276, 63481.25)(426.2785, 13078.64)"
620.3372@2.1615207,41772,37895,35836,36110,38201,37262,42735,56626,38810,34119,33621,37207,38017,90083,63821,35198,37493,31715,34279,33415,39478,37168,36632,70549,35857,42802,36694,45088,37286,66597,39525,38869,35597,36734,37648,33750,72019,34338,35238,34109,38176,37687,34571,33361,41907,35896,39963,37528,620.3372@2.1615207,620.3372,2.1615207,48,+,"(643.3332, 8961.02)(644.3358, 3562.31)(645.3242, 1618.89)(621.3448, 11630.46)(622.3404, 2003.11)(623.3258, 2514.34)"
471.7361@2.1662118,46605,42317,39055,43072,46959,35417,1,36417,1,1,1,1,53203,1,42734,44516,43198,35328,57408,35268,46354,39219,47097,37039,1,36037,38252,43837,37368,37435,1,1,1,40846,42731,42008,44752,1,46257,43956,1,1,43465,1,1,51370,32907,43798,471.7361@2.1662118,471.7361,2.1662118,33,+,"(472.7435, 10573.24)(473.7513, 2961.6)(474.7418, 3978.31)"
345.2261@2.1596482,32478,33642,1,32793,32249,30375,32723,31029,63506,1,1,1,33514,28776,27805,30748,1,34891,36126,1,32929,28102,29279,26546,1,29034,1,30162,28462,25930,29514,26977,34234,29702,1,1,30585,28182,26866,30286,32550,31425,31259,32278,1,30857,25867,31457,345.2261@2.1596482,345.2261,2.1596482,37,+,"(368.211, 2138.26)(346.2334, 8891.66)(347.2336, 1676.84)(348.2231, 1350.58)(729.4101, 671.21)"
657.3346@2.1619608,147707,1,153511,1,148021,1,147005,1,141764,255075,149703,1,147220,1,149839,1,158314,253082,156133,1,142164,1,131292,1,131106,1,160964,1,141625,1,150170,1,141154,1,135553,1,141532,1,143911,1,150263,1,133931,1,145264,1,145429,1,657.3346@2.1619608,657.3346,2.1619608,26,+,"(658.3424, 51957.83)(659.3434, 15093.88)(660.3453, 3455.28)(661.3386, 819.16)"
498.193@2.1650264,35230,1,33911,30047,23443,1,26517,1,33443,31082,33887,32423,25240,22087,1,1,33487,27847,33710,28234,23112,21452,25751,28000,34300,28644,33552,27396,1,23888,24914,1,37345,29179,35228,1,26286,1,25739,21780,34267,29809,23315,20089,32148,28674,23758,1,498.193@2.1650264,498.193,2.1650264,38,+,"(499.1998, 7078.73)(500.2052, 3239.78)(997.3885, 385.12)"
471.2338@2.1695626,908505,931702,948876,895660,868297,766374,857768,772022,934549,887325,913896,817896,865340,829142,883645,843714,886823,803626,868077,710334,879271,752670,862366,774684,855100,794421,845029,880532,931821,748079,835802,771151,827943,872559,799134,826790,851982,778545,846753,788571,858251,874419,840446,894199,865808,847155,813947,839772,471.2338@2.1695626,471.2338,2.1695626,48,+,"(965.455, 1331.46)(966.4589, 736.26)(967.471, 661.68)(968.4627, 384.8)(472.2414, 27968.92)(473.2491, 7144.74)(474.2548, 6475.92)(981.4255, 487.25)(510.1937, 483.3)(943.4747, 72662.34)(944.4768, 30219.65)(945.4898, 16123.43)(946.4943, 5837.42)(947.496, 1502.76)(948.497, 312.38)"
410.2156@2.1772673,125839,150831,1,162028,132891,102534,125102,161177,140930,145012,1,187359,149733,162682,125804,154133,151522,152588,133266,141912,131375,135880,111180,148576,111560,123553,126308,125248,150522,141905,126379,156169,108288,150324,121304,135604,138248,166269,140970,128744,1,169313,117482,149591,143079,139596,126329,155548,410.2156@2.1772673,410.2156,2.1772673,45,+,"(433.2051, 14799.73)(434.2211, 13539.76)(411.2228, 33562.38)(412.2257, 7697.92)(413.2327, 5022.45)(449.1841, 1945.46)"
667.3902@2.2142189,106922,181171,97828,93149,1,1,1,81305,145702,186728,156225,1,1,130543,137218,147651,110458,91015,102516,142191,161249,1,173724,92146,1,157279,95230,155378,1,1,1,83689,1,1,81389,89737,91830,165668,92526,82450,214782,170586,1,1,151462,100523,1,1,667.3902@2.2142189,667.3902,2.2142189,32,+,"(668.397, 18504.29)(669.3978, 6849.05)(670.3787, 2316.46)"
260.1164@2.1641462,64219,60803,66305,61231,61826,55675,54764,51747,66742,55305,58093,59559,57134,56722,60287,61588,59145,56954,58254,53210,57385,56227,51833,50821,59871,52501,62319,56107,63587,52102,56262,56706,60311,57647,59153,58558,56025,56836,53740,53358,63407,62817,55389,53254,62163,55324,53737,54151,260.1164@2.1641462,260.1164,2.1641462,48,+,"(283.1045, 565.65)(543.2228, 1162.05)(261.1236, 22390.85)(262.1254, 3895.71)"
246.0775@2.1717293,87586,80568,96747,67966,74547,84949,93362,86500,95716,85375,98716,82876,97776,86929,100260,95754,96110,87281,91253,70498,102387,92081,100725,76213,99542,87734,97978,79724,102285,94127,96743,81420,91678,92146,95742,85019,77551,100353,94137,84710,96580,87712,59843,93762,96419,92366,101132,84729,246.0775@2.1717293,246.0775,2.1717293,48,+,"(247.0846, 31009.57)(248.0868, 1324.5)(249.0795, 1025.8)(493.1669, 4201.9)(494.1718, 1053.71)(495.1737, 1170.18)"
588.3341@2.1838639,21334,19714,26593,21205,22407,20780,1,18837,31654,21407,24277,26913,27147,21858,21009,23424,18845,20444,20005,17281,22728,22418,28202,22045,1,19433,17760,21255,21806,21102,23777,22137,1,1,19260,21683,20001,21297,18962,21128,20233,23635,19180,21093,20258,19385,21086,21610,588.3341@2.1838639,588.3341,2.1838639,44,+,"(611.3269, 2588.81)(589.3407, 6897.13)(590.3407, 2970.76)"
454.2077@2.1717296,1432066,1501989,1421899,1503183,1464276,1373789,1456318,1340289,1468046,1431258,1404430,1385634,1456954,1462149,1418282,1391032,1461001,1353094,1391683,1243007,1412844,1372413,1398943,1334102,1333848,1410413,1389235,1428311,1403251,1366353,1459905,1349334,1334912,1402552,1335085,1357718,1442193,1385656,1367799,1373577,1402184,1410653,1343591,1441192,1370792,1416175,1381244,1383110,454.2077@2.1717296,454.2077,2.1717296,48,+,"(477.1962, 19013.01)(478.2041, 4823.21)(479.2061, 2174.16)(931.4015, 835.84)(932.4263, 567.94)(455.215, 505416.53)(456.2178, 102129.59)(457.2207, 15574.2)(493.1674, 4534.64)(494.1715, 1128.69)(495.1781, 1382.21)(909.4181, 2498.98)(910.4218, 1323.35)(911.4293, 599.11)"
337.1274@2.183357,1,16944,1,1,1,16322,16466,1,16648,1,1,1,1,15715,1,1,1,1,1,1,16013,15957,15578,1,1,1,1,18128,16960,1,1,1,1,1,1,1,15959,1,17078,1,1,1,1,16973,1,1,15631,1,337.1274@2.183357,337.1274,2.183357,14,+,"(338.1349, 6163.49)(339.1382, 1398.3)"
612.3482@2.1726668,96646,94216,98909,93700,85483,79222,98302,84992,103830,88420,97866,88954,92469,82737,88323,86887,94118,86708,85760,77865,93706,78661,92302,86722,91755,92082,93351,93700,84672,87661,79791,81104,98237,97989,82498,90464,90136,79681,87026,83032,94985,85013,82861,90254,88665,89783,93662,84969,612.3482@2.1726668,612.3482,2.1726668,48,+,"(613.3549, 22380.44)(614.3566, 6180.15)(615.3562, 2356.43)"
393.2199@2.1682918,218811,233434,220133,220442,203879,186460,218195,185080,223019,219733,227290,192296,208915,181720,198412,188186,216211,195382,215469,172628,192790,175265,178117,165950,140731,177847,219627,227150,200393,169695,209207,174836,203203,200100,198136,221489,212667,180022,204966,188358,209594,200253,184878,186640,222694,207915,175954,185908,393.2199@2.1682918,393.2199,2.1682918,48,+,"(809.4352, 406.45)(394.2275, 39591.71)(395.2294, 9932.14)(396.2218, 3143.69)(787.4459, 5456.17)(788.4462, 2635.05)(789.4506, 991.01)(790.4464, 230.69)"
609.3419@2.18,29211,1,1,1,1,1,23676,1,1,1,1,1,1,20619,1,1,1,1,1,1,1,1,1,1,1,28909,1,1,1,1,24301,1,1,27689,1,1,1,1,25846,24747,1,25798,28109,1,1,1,26646,1,609.3419@2.18,609.3419,2.18,11,+,"(610.3533, 5853.9)(611.3576, 2402.07)(612.3644, 1515.33)"
471.0958@2.1719148,45087,44405,48176,42320,28632,14910,28073,25052,44281,44755,49523,39049,16952,16650,28991,28887,49429,45116,45925,38846,28554,18912,27404,25614,44180,44513,48623,44023,28358,1,16133,26440,48284,43442,47667,43960,28210,28908,28895,28027,46403,45245,27129,26033,41872,38940,26653,24255,471.0958@2.1719148,471.0958,2.1719148,47,+,"(472.1028, 8772.23)(473.1062, 3318.32)(474.1057, 1634.98)(475.1069, 376.24)(943.1979, 913.4)(944.2011, 896.08)(945.2035, 470.2)"
464.1143@2.1722293,27028,25939,26307,25721,26762,24783,26971,22346,26208,24188,28039,26473,26687,23933,25581,22617,26941,24051,25994,22980,25735,22964,25345,22473,26466,26729,26687,25281,26161,24748,26178,24549,27401,26636,26738,25158,27841,23592,25934,25284,25063,25040,26068,26553,27514,23815,26849,23859,464.1143@2.1722293,464.1143,2.1722293,48,+,"(465.1223, 8199.09)(466.123, 1021.24)(467.1196, 449.85)"
369.214@2.1826043,89898,79954,71715,75746,1,64861,76288,65540,73130,67315,1,72880,74107,72540,71022,79032,79550,66075,74365,60209,67648,68749,72558,67593,68647,63453,68162,67501,74642,66715,76598,70499,1,67814,83322,65102,67425,71508,82191,1,62077,77428,76510,71734,71672,1,75611,69459,369.214@2.1826043,369.214,2.1826043,43,+,"(392.2038, 1658.08)(370.2221, 9896.15)(371.218, 1427.83)(372.2169, 2520.18)(408.1729, 1546.42)(777.3889, 910.19)(739.4352, 8235.29)(740.4372, 3259.09)(741.4325, 1757.75)"
889.279@2.1723125,297068,318253,303829,306245,305776,254779,320123,254008,283132,298388,289576,279886,313348,287520,292377,297988,291526,274449,287389,242275,292890,275672,292653,271311,269351,287124,295358,308653,307631,271414,309566,273052,263056,287483,258319,282738,288200,276387,292191,304098,277966,286200,286925,312807,288162,280916,279416,293868,889.279@2.1723125,889.279,2.1723125,48,+,"(890.2868, 103708.32)(891.289, 33944.63)(892.2882, 10818.76)(893.2884, 2829.71)(894.2919, 551.36)"
223.067@2.173479,108390,121066,109096,152857,105421,102463,108290,128573,111828,114806,104486,131182,106081,108187,100528,124215,111704,99779,107668,113444,96663,97089,99915,123985,98277,107945,105770,128628,105789,100540,106369,122969,103335,104015,99181,131891,100619,100388,100320,127782,108550,106182,99691,107410,108725,133738,100690,119385,223.067@2.173479,223.067,2.173479,48,+,"(224.0744, 41554.04)(225.078, 5817.58)(226.0713, 1961.29)(227.0834, 295.59)"
228.1479@2.1636035,521427,537672,588633,544494,481529,1299259,478172,436449,649005,588743,569475,629475,1625053,446171,476781,490733,655375,575723,529987,482229,490723,1368160,449844,454448,522944,501203,527167,544446,525191,446093,540326,525259,531441,515244,469446,491278,459291,445564,449217,458677,522584,519697,1562088,479169,512540,518065,458489,470493,228.1479@2.1636035,228.1479,2.1636035,48,+,"(479.289, 4890.52)(229.1554, 206244.97)(230.1584, 21547.36)(231.1675, 3087.07)(232.173, 554.27)"
490.2801@2.1780617,4560059,4659274,4661534,4652030,4417424,3944472,4284968,3885502,4713227,4411401,4534146,4207693,4277457,4059182,4250949,4026860,4668798,4136990,4424422,3788060,4151922,3889705,4166943,3904492,4325777,4228237,4517296,4326531,4188459,3930179,4286493,3824196,4254289,4255724,4265390,4112355,4183258,3992679,4204874,3978829,4516641,4346416,3917895,4133525,4384916,4315391,4147270,3969162,490.2801@2.1780617,490.2801,2.1780617,48,+,"(513.2702, 10391.96)(514.2707, 6531.36)(515.2693, 3338.42)(491.2873, 1542961.4)(492.291, 382283.1)(493.2927, 57714.46)(494.2818, 7176.63)(981.5661, 7599.82)(982.5681, 4052.82)(983.5701, 1247.85)"
606.3741@2.1864443,121181,126143,122647,1,111016,1,126443,107182,117207,1,107233,109545,122494,118057,121018,118113,125656,1,114650,104013,1,1,121364,106567,113951,1,110014,1,117255,107010,81071,100924,106959,110736,107687,106190,1,1,108536,1,113622,1,122011,110119,113737,104348,120631,110645,606.3741@2.1864443,606.3741,2.1864443,36,+,"(607.3814, 20970.63)(608.3842, 7148.38)(609.3862, 1435.7)(645.3364, 1788.94)"
