Sample,,,,,,,CLOPIDOGREL SULFATE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,PIDOTIMOD Results,,AMINOGLUTETHIMIDE Results,,APOMORPHINE HYDROCHLORIDE Results,,AZATADINE MALEATE Results,,AMISULPRIDE Results,,IS_EMETINE Results,,METHYLPHENIDATE HYDROCHLORIDE Results,,METOPROLOL TARTRATE Results,,TACRINE HYDROCHLORIDE Results,,ZIDOVUDINE [AZT] Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,ACEBUTOLOL HYDROCHLORIDE Results,,IS_YOHIMBINE Results,,PITAVASTATIN CALCIUM  Results,,METICRANE Results,,IS_SULFAMETHOXAZOLE Results,,PYRIMETHAMINE Results,,TAMSULOSIN HYDRCHLORIDE Results,,TERAZOSIN HYDROCHLORIDE Results,,NOSCAPINE HYDROCHLORIDE Results,,KETOTIFEN FUMARATE Results,,CLOZAPINE Results,,IS_EYTHROMYCINE Results,,METHOCARBAMOL Results,,RANOLAZINE Results,,MEBHYDROLIN NAPHTHALENESULFONATE Results,,ENALAPRIL MALEATE Results,,TENOXICAM Results,,DULOXETINE HYDROCHLORIDE Results,,CARVEDILOL Results,,PREDNISONE Results,,CAMYLOFINE DIHYDROCHLORIDE Results,,DOXAZOSIN MESYLATE Results,,METOLAZONE Results,,SOLIFENACIN SUCCINATE Results,,THIOTHIXENE Results,,DIPYRIDAMOLE Results,,PENBUTOLOL SULFATE Results,,BENZTHIAZIDE Results,,DABIGATRAN ETEXILATE MESYLATE Results,,METHOXSALEN Results,,ENTACAPONE Results,,REBAMIPIDE Results,,TOLAZAMIDE Results,,OLMESARTAN MEDOXOMIL Results,,KETOROLAC TROMETHAMINE Results,,IS_MIFEPRISTONE Results,,MIFEPRISTONE Results,,SULINDAC Results,,LOSARTAN Results,,REPAGLINIDE Results,,DEFLAZACORT Results,,BEZAFIBRATE Results,,ISRADIPINE Results,,DIFLORASONE DIACETATE Results,,ETODOLAC Results,,MEGESTROL ACETATE Results,,IS_IPRIFLAVONE Results,,DANAZOL Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ002H-Pool20-P007A1-S065-T12,MZ002H-Pool20-P007A1-S065-T12.d,Sample,,5/18/2016 12:47 AM,,,1.086,2151196,1.119,1995541,1.287,62429,1.533,632667,1.667,274506,1.623,10452,1.701,4323917,2.171,1805314,1.947,1752638,1.958,14631171,2.014,4529082,2.037,11541,2.003,0,2.014,753078,2.048,10067799,2.070,7173450,2.182,1431636,2.227,201207,2.227,2563536,2.272,5948221,2.294,2471667,2.361,2553613,2.383,6145814,2.406,3082421,2.506,1996242,2.529,5678190,2.529,328634,2.562,5058670,2.764,2185145,2.853,404843,2.864,5487232,2.920,657858,3.010,24807,3.066,578136,3.178,9326091,3.066,3290037,3.155,543160,3.211,1109448,3.424,2127315,3.289,4654664,3.312,2226128,3.301,710812,3.480,3421434,3.401,5193818,3.524,177625,3.670,672451,3.715,10797140,3.715,1781576,3.782,2728905,3.871,3762374,3.871,3764905,4.005,6265,4.017,10129239,4.151,9458930,4.184,11261,4.240,6905182,4.397,136493,4.386,659015,4.498,1762272,4.699,6200115,4.811,3466446,4.811,3850541
!,!,MZ002H-Pool20-P007A2-S066-T12,MZ002H-Pool20-P007A2-S066-T12.d,Sample,,5/18/2016 3:22 AM,,,1.101,2572399,1.124,2661004,1.280,89854,1.538,810158,1.661,1029036,1.605,10533,1.694,4190386,2.175,884812,1.940,1738152,1.963,16519861,2.019,4945914,2.041,11579,1.996,900119,2.019,907366,2.052,10486456,2.075,9049618,2.186,1686134,2.220,176961,2.220,2279196,2.276,5591793,2.287,2362177,2.365,2050791,2.388,5215431,2.410,2711833,2.511,1787289,2.533,3458978,2.533,305701,2.567,4925197,2.779,2007181,2.869,359153,2.869,4922044,2.925,764312,3.014,20484,3.070,555515,3.204,9188518,3.070,2872196,3.160,852077,3.204,1218100,3.439,1791433,3.283,4044289,3.316,2195562,3.305,577709,3.473,2095920,3.406,5366436,3.529,2414,3.674,796628,3.708,12759957,3.719,1571029,3.786,2997337,3.875,3220429,3.875,3213901,4.021,6625,4.021,9342531,4.144,9512079,4.189,6951578,4.245,6025560,4.390,110003,4.390,1644506,4.491,1632296,4.703,5800156,4.815,3815198,4.804,385200
!,!,MZ002H-Pool20-P007A3-S067-T12,MZ002H-Pool20-P007A3-S067-T12.d,Sample,,5/18/2016 5:57 AM,,,1.087,2142050,1.121,2060169,1.289,59706,1.535,611374,1.602,34459,,,1.703,4551091,2.161,1055273,1.949,1674252,1.960,16560121,2.016,4622165,2.038,9748,1.994,2249883,2.016,724835,2.049,10757581,2.061,7254256,2.184,1470971,2.228,186602,2.228,2485220,2.273,5615063,2.284,2583215,2.363,2470778,2.385,4496425,2.396,2915262,2.508,1797471,2.531,4923923,2.531,348066,2.553,5177023,2.777,1898212,2.866,417487,2.866,5750551,2.922,422897,3.012,13193,3.067,522810,3.179,9528108,3.067,2780813,3.157,914045,3.213,1021370,3.425,1497119,3.291,4240450,3.314,1884825,3.302,614749,3.470,3412176,3.403,5426206,3.526,372640,3.672,856805,3.705,11008772,3.716,1071327,3.783,2896553,3.873,2929545,3.873,2924579,4.018,6177,4.018,10294918,4.141,10072575,4.186,8663832,4.242,7084686,4.387,145073,4.387,2342465,4.499,1909373,4.701,6365022,4.813,3602959,4.801,4033170
!,!,MZ002H-Pool20-P007A4-S068-T12,MZ002H-Pool20-P007A4-S068-T12.d,Sample,,5/18/2016 8:31 AM,,,1.086,2313086,1.119,2819718,1.276,105922,1.533,743232,1.668,57253,1.600,14826,1.690,4466197,2.081,828598,1.936,1995041,1.958,16439594,2.014,5063477,2.048,14514,2.003,0,2.014,705001,2.048,10453990,2.070,6576671,2.182,827726,2.216,71478,2.227,1347447,2.272,5322432,2.283,2253121,2.361,1938833,2.383,5337630,2.395,2593756,2.495,2083587,2.540,3062967,2.529,268571,2.551,4523601,2.764,1536309,2.864,365420,2.864,5234440,2.920,771607,3.010,25173,3.066,487735,3.166,9244523,3.055,2907093,3.155,813362,3.200,1036933,3.390,2096445,3.290,3933253,3.312,2170987,3.301,540324,3.469,3129602,3.401,4773877,3.524,8449,3.670,847565,3.703,12409221,3.715,1005320,3.782,2926901,3.871,3782426,3.871,3781918,4.005,7012,4.017,11266202,4.151,11197023,4.184,400245,4.240,7444811,4.386,141331,4.386,1918165,4.498,1952649,4.699,7232660,4.811,4907683,4.811,1801252
!,!,MZ002H-Pool20-P001C1-S009-T00,MZ002H-Pool20-P001C1-S009-T00.d,Sample,,5/18/2016 11:06 AM,,,1.087,2652234,1.121,3302050,1.289,111650,1.546,782539,1.658,398262,1.602,14720,1.691,4380943,2.083,1237212,1.937,2051160,1.960,15946461,2.005,5651549,2.038,10932,1.993,2570336,2.016,715021,2.049,11025215,2.061,6567826,2.184,1163651,2.217,74801,2.228,1579362,2.273,6070502,2.284,2718038,2.363,2041429,2.374,4944696,2.396,2618752,2.486,2275268,2.530,1794138,2.530,283598,2.542,4540513,2.765,1623754,2.855,431541,2.866,4898715,2.922,842531,3.011,22120,3.067,316881,3.146,10385072,3.056,2864649,3.157,877099,3.190,1016123,3.369,1671195,3.280,4295236,3.302,2466610,3.302,567347,3.470,2541485,3.403,6115195,3.526,440311,3.671,954094,3.705,15437828,3.716,1539282,3.783,3296442,3.873,4103183,3.873,4102247,3.996,4724,4.018,12277431,4.141,12007539,4.186,10493526,4.242,9174967,4.387,166313,4.387,3067337,4.488,2315063,4.689,8205430,4.812,4670954,4.801,4624954
!,!,MZ002H-Pool20-P001C2-S010-T00,MZ002H-Pool20-P001C2-S010-T00.d,Sample,,5/18/2016 1:41 PM,,,1.087,2098510,1.121,2627264,1.289,81755,1.546,598918,1.658,174759,1.602,35627,1.691,3174783,1.915,284773,1.937,1414553,1.960,12264977,2.005,4193372,2.027,7442,1.993,2569244,2.016,623492,2.049,8702782,2.061,5544353,2.184,746655,2.217,72423,2.217,1359977,2.273,4636332,2.284,2093151,2.363,1430779,2.374,3173262,2.396,1774931,2.486,1477235,2.530,2106116,2.530,190762,2.542,2832996,2.765,1105460,2.855,299897,2.866,3843343,2.922,531760,3.000,35428,3.056,214928,3.146,7387212,3.056,1725956,3.157,659656,3.190,716258,3.358,1271259,3.280,2615844,3.302,1686832,3.302,373402,3.470,1392408,3.392,4546575,3.526,313099,3.671,930921,3.705,14749146,3.716,1073897,3.772,3107640,3.873,3050102,3.873,3048633,4.007,3479,4.018,9432857,4.152,9565793,4.186,8887252,4.242,7233797,4.387,110259,4.387,2233111,4.488,1810158,4.689,6332288,4.801,4434918,4.801,1607894
!,!,MZ002H-Pool20-P001C3-S011-T00,MZ002H-Pool20-P001C3-S011-T00.d,Sample,,5/18/2016 4:15 PM,,,1.086,2125744,1.119,2273943,1.276,68001,1.533,510675,1.667,76986,1.600,12218,1.690,2816294,1.925,209397,1.936,1182549,1.958,10928960,2.014,3526502,2.037,9186,1.992,2252065,2.014,651852,2.048,7461819,2.059,5693373,2.182,777211,2.215,78056,2.227,1421478,2.271,3983051,2.283,1864404,2.361,1228491,2.372,2622325,2.394,1557243,2.484,1291953,2.529,1362220,2.529,178572,2.540,2496542,2.764,953705,2.864,268258,2.864,3365692,2.920,453281,3.010,43988,3.066,211962,3.155,6085831,3.054,1514967,3.155,518037,3.200,671222,3.356,1038059,3.278,2246567,3.301,1468161,3.301,325294,3.468,1334033,3.401,3880287,3.524,287137,3.670,790202,3.703,12726170,3.714,946803,3.782,2664413,3.871,3038148,3.871,3035064,4.005,3548,4.016,8034858,4.151,8190651,4.184,7675714,4.240,5993766,4.386,98407,4.386,1863010,4.486,1548633,4.688,5349133,4.811,4065130,4.799,891617
!,!,MZ002H-Pool20-P001C4-S012-T00,MZ002H-Pool20-P001C4-S012-T00.d,Sample,,5/18/2016 6:50 PM,,,1.075,2253919,1.120,2544680,1.277,95871,1.534,541528,1.657,39070,1.601,12936,1.691,3167092,1.914,160615,1.937,1296529,1.959,11728657,2.004,3747937,2.038,9660,1.993,2302676,2.004,562854,2.049,7552729,2.060,4975703,2.183,649826,2.217,47648,2.217,1103010,2.272,4380820,2.284,1964206,2.362,1263334,2.373,2957901,2.395,1682408,2.485,1409769,2.530,2077082,2.530,181524,2.541,2776384,2.765,1125671,2.865,282095,2.865,3752802,2.921,539076,3.011,44186,3.067,167027,3.156,7546527,3.056,1862734,3.156,319892,3.201,785964,3.358,1218307,3.290,2551942,3.313,1872093,3.302,352335,3.469,1167124,3.391,4801855,3.525,409884,3.671,945741,3.704,14372332,3.716,959535,3.783,3096872,3.872,3190021,3.872,3181876,4.018,4690,4.018,9097106,4.152,10193002,4.185,9242210,4.230,6880133,4.387,119342,4.387,2226571,4.487,1803864,4.689,6271719,4.801,4986022,4.801,2791785
!,!,MZ002H-Pool20-P001C1-S009-T12,MZ002H-Pool20-P001C1-S009-T12.d,Sample,,5/18/2016 9:25 PM,,,1.109,2941067,1.131,4069595,1.288,134219,1.545,1251921,1.657,1489191,1.635,1083,1.702,6492270,2.161,1169731,1.948,2650575,1.959,21384613,2.015,6926063,2.037,16936,1.993,350165,2.015,955981,2.049,14160129,2.071,8590810,2.183,2375440,2.228,259396,2.228,3237381,2.272,8252794,2.284,3649659,2.362,3082858,2.384,7130171,2.407,4009428,2.507,2669103,2.530,317404,2.530,545729,2.563,7231392,2.776,3029486,2.865,521754,2.865,6563162,2.921,974777,3.011,15043,3.067,475703,3.190,11519122,3.067,3390099,3.156,1070231,3.201,1277938,3.436,1552523,3.279,5612140,3.301,2420303,3.301,699909,3.469,3671041,3.402,5210093,3.514,0,3.671,847074,3.704,12822731,3.715,1166273,3.771,3198910,3.872,3678126,3.872,3676025,4.006,7136,4.017,11402334,4.152,10247014,4.185,8307232,4.241,8350343,4.387,129572,4.387,2379585,4.487,2202296,4.689,6158376,4.800,2874885,,
!,!,MZ002H-Pool20-P001C2-S010-T12,MZ002H-Pool20-P001C2-S010-T12.d,Sample,,5/19/2016 12:00 AM,,,1.087,2592596,1.120,3426036,1.243,0,1.534,856811,1.657,339830,1.601,4568,1.691,3672672,2.026,348736,1.937,1378267,1.959,13875828,2.004,4918677,2.037,6878,1.993,3007388,2.015,805671,2.049,10243861,2.060,7194843,2.183,1362516,2.228,246195,2.228,3112257,2.272,6011050,2.283,2711440,2.362,2083172,2.384,3846649,2.395,2549469,2.485,1557801,2.530,2207201,2.530,234849,2.552,3078848,2.764,1090921,2.854,302171,2.865,3922582,2.921,475530,3.011,12028,3.067,290705,3.156,6870180,3.055,1577314,3.156,594627,3.201,792159,3.369,1108310,3.279,2387696,3.301,1661834,3.301,369605,3.469,1900951,3.402,3824394,3.525,0,3.671,800162,3.704,13314688,3.715,998754,3.771,2818415,3.872,2931890,3.872,2927252,4.006,4497,4.017,8982672,4.152,8505397,4.185,7978755,4.241,6906916,4.386,91564,4.386,1977748,4.487,1791591,4.689,5253352,4.812,3497376,,
!,!,MZ002H-Pool20-P001C3-S011-T12,MZ002H-Pool20-P001C3-S011-T12.d,Sample,,5/19/2016 2:34 AM,,,1.088,2301568,1.121,2570152,1.255,0,1.535,641429,1.669,353437,,,1.692,2706778,2.128,1255471,1.938,1077326,1.960,10847668,2.016,3817341,2.027,5616,1.994,2353617,2.016,765594,2.050,8466771,2.061,7027099,2.184,1180959,2.229,261523,2.229,3173906,2.262,4989276,2.284,2178131,2.363,1556140,2.385,2929663,2.396,1750378,2.486,1309476,2.531,115438,2.531,240008,2.542,2592493,2.765,909843,2.855,243090,2.866,3066461,2.922,406772,3.000,41076,3.056,286418,3.168,5274253,3.056,1319839,3.157,456403,3.202,658900,3.358,862484,3.280,1975042,3.302,1303088,3.302,312701,3.459,1963086,3.392,3076321,,,3.672,580287,3.705,11299508,3.716,682638,3.772,2203645,3.873,2927140,3.873,2924490,3.996,3053,4.018,7410813,4.153,6967075,4.186,6495274,4.231,5768557,4.387,81310,4.387,1673526,4.488,1458377,4.690,4424333,4.801,3002713,,
!,!,MZ002H-Pool20-P001C4-S012-T12,MZ002H-Pool20-P001C4-S012-T12.d,Sample,,5/19/2016 5:09 AM,,,1.072,2234613,1.116,2990445,1.273,108690,1.541,652716,1.653,88480,1.597,30548,1.687,3966878,1.911,344094,1.933,1409408,1.955,13657669,2.000,4447884,2.034,8244,1.989,2617795,2.011,497074,2.045,8945642,2.056,4542989,2.179,630649,2.213,33678,2.224,992845,2.268,4839573,2.280,2279339,2.358,1583543,2.369,3597592,2.392,2126037,2.481,1584841,2.526,2677270,2.526,199656,2.537,3559020,2.761,1257391,2.861,326692,2.861,3459098,2.917,631267,3.007,45446,3.063,205166,3.141,8780581,3.063,2086667,3.152,285851,3.197,1049889,3.365,1742726,3.286,2956586,3.309,2154920,3.298,356407,3.465,1672141,3.398,4140594,,,3.667,1000035,3.700,16488651,3.712,877141,3.779,3004623,3.868,3582569,3.868,3572764,4.002,5146,4.014,11443404,4.148,12136956,4.181,10463678,4.237,8913138,4.383,132943,4.383,2609756,4.495,2378170,4.696,7150596,4.808,4625756,,
!,!,MZ002H-Pool20-P007B1-S069-T00,MZ002H-Pool20-P007B1-S069-T00.d,Sample,,5/19/2016 7:44 AM,,,1.075,2249049,1.120,2156416,1.277,79157,1.534,429008,1.657,14180,1.601,30548,1.691,2675730,1.914,251075,1.937,1107989,1.959,10037706,2.004,3112789,2.037,7157,1.993,1965332,2.004,521841,2.049,6505275,2.060,4984992,2.183,546099,2.216,36643,2.216,984377,2.261,3274677,2.284,1513027,2.362,976455,2.373,2297857,2.395,1310710,2.485,1104021,2.530,2234845,2.530,147890,2.541,2484066,2.765,791889,2.865,239160,2.865,3363927,2.921,328955,2.999,36360,3.055,253287,3.156,6694738,3.055,1462114,3.156,425005,3.201,641359,3.369,891836,3.279,1901384,3.301,1395942,3.301,321182,3.469,2392252,3.391,3548488,3.525,277452,3.671,824064,3.704,11444820,3.715,1083376,3.771,2699084,3.872,1973358,3.872,1960630,4.006,6258,4.017,8908000,4.152,8670548,4.185,8460945,4.230,6603372,4.387,101121,4.387,2028566,4.487,1732872,4.689,5636992,4.800,2887355,4.800,1795288
!,!,MZ002H-Pool20-P007B2-S070-T00,MZ002H-Pool20-P007B2-S070-T00.d,Sample,,5/19/2016 10:18 AM,,,1.077,2001366,1.122,2028786,1.279,75815,1.536,436278,1.659,31245,1.603,21891,1.692,2674777,2.073,1029146,1.939,1079532,1.961,9692296,2.006,2992585,2.039,8400,1.994,1943987,2.006,530318,2.039,6538433,2.062,4702495,2.185,498537,2.218,42671,2.218,997768,2.263,3089582,2.285,1485147,2.352,1007554,2.375,2113967,2.397,1239365,2.487,1051999,2.531,2075910,2.531,152374,2.543,2414129,2.766,746390,2.867,225378,2.867,3385366,2.912,309682,3.001,38119,3.057,248697,3.158,6104696,3.057,1316237,3.158,543568,3.203,586469,3.370,785303,3.281,1830281,3.303,1306709,3.292,314189,3.471,2387656,3.393,3285149,3.516,286741,3.672,765760,3.706,10655877,3.717,869808,3.773,2556737,3.874,1871948,3.874,1863117,3.997,4784,4.019,8333951,4.153,8339349,4.187,7930388,4.232,6145544,4.388,84802,4.388,1885507,4.489,1530868,4.690,5209875,4.802,3101917,4.802,2524757
!,!,MZ002H-Pool20-P007B3-S071-T00,MZ002H-Pool20-P007B3-S071-T00.d,Sample,,5/19/2016 12:53 PM,,,1.077,2170069,1.122,2460879,1.278,90565,1.536,572600,1.614,6907,1.603,11036,1.692,3463000,2.106,885864,1.938,1403302,1.961,12487210,2.005,3928486,2.028,10117,1.994,2337608,2.005,584723,2.039,7976043,2.061,4922570,2.184,633515,2.218,47930,2.218,1127549,2.263,4021504,2.285,1952655,2.363,1300885,2.375,2761045,2.397,1790037,2.486,1519932,2.531,4179004,2.531,216067,2.542,3484209,2.766,1136630,2.856,321178,2.867,4551977,2.923,518510,3.001,34909,3.057,179919,3.158,8169415,3.057,2002308,3.158,736865,3.202,857772,3.381,1330025,3.281,2971699,3.303,1913184,3.292,483138,3.471,1747167,3.393,5061681,3.516,482762,3.661,989918,3.706,14152748,3.717,1108147,3.773,3441474,3.874,2292666,3.874,2276742,4.008,7543,4.019,10127232,4.153,9785927,4.187,8892539,4.231,7469544,4.388,102184,4.388,2411047,4.489,1931850,4.690,6391887,4.802,3001068,4.802,3127564
!,!,MZ002H-Pool20-P007B4-S072-T00,MZ002H-Pool20-P007B4-S072-T00.d,Sample,,5/19/2016 3:28 PM,,,1.076,1953277,1.121,2247566,1.277,83394,1.535,490191,1.602,3661,1.602,13472,1.691,2947431,2.004,377838,1.937,1232624,1.960,10994411,2.004,3489376,2.038,9884,1.993,2163277,2.004,543427,2.049,6843849,2.060,4402075,2.183,489564,2.217,44149,2.217,943891,2.262,3552567,2.284,1616214,2.362,1060905,2.374,2356402,2.396,1422448,2.485,1270512,2.530,2415695,2.530,170440,2.541,2893225,2.765,982047,2.866,259067,2.866,3752863,2.911,370811,3.011,41963,3.056,231499,3.157,6890258,3.056,1659342,3.157,421060,3.190,718547,3.369,1111277,3.280,2367763,3.302,1623846,3.291,379663,3.470,1723098,3.392,4207494,3.526,424973,3.671,812615,3.705,12259606,3.716,1638685,3.772,2838116,3.873,2073267,3.873,2069660,3.996,6979,4.018,9180350,4.152,9361119,4.186,8507989,4.231,6367538,4.387,89949,4.387,2090679,4.488,1592936,4.689,5765158,4.801,3306661,4.801,2695453
!,!,MZ002H-Pool20-P007B1-S069-T12,MZ002H-Pool20-P007B1-S069-T12.d,Sample,,5/19/2016 6:03 PM,,,1.076,2151789,1.120,2068994,1.277,70162,1.534,446771,1.657,34664,1.601,19555,1.691,2470298,1.903,214504,1.937,1035629,1.959,10165083,2.004,3261424,2.038,6714,1.993,1990971,2.004,538607,2.049,6845096,2.060,4828371,2.183,381307,2.217,38080,2.217,948024,2.261,3196832,2.284,1422488,2.362,1042867,2.373,2136231,2.395,1440774,2.485,1142764,2.530,2265355,2.530,164698,2.541,2425803,2.765,805443,2.865,228406,2.865,2884400,2.921,322219,3.000,33368,3.056,297418,3.156,6090110,3.056,1287917,3.156,431382,3.190,680543,3.369,911556,3.279,1975170,3.302,1307998,3.290,291804,3.469,2834431,3.391,2820931,3.503,0,3.671,666244,3.704,9927457,3.716,480914,3.771,2226038,3.872,2228321,3.872,2227189,4.006,5783,4.018,9149714,4.152,8310131,4.185,5851706,4.230,6619376,4.387,90340,4.387,2017703,4.487,1616714,4.689,5462344,4.801,3284788,4.801,5661
!,!,MZ002H-Pool20-P007B2-S070-T12,MZ002H-Pool20-P007B2-S070-T12.d,Sample,,5/19/2016 8:38 PM,,,1.087,2212285,1.121,2104284,1.277,71902,1.535,469548,1.658,222877,1.591,11622,1.691,2936018,2.116,929393,1.937,998599,1.960,9850137,2.004,3242743,2.038,6208,1.993,1962469,2.004,581138,2.038,6968422,2.060,5058555,2.172,479469,2.217,46576,2.217,1067360,2.262,3237386,2.284,1582584,2.362,1156383,2.374,2291503,2.396,1461332,2.485,1001168,2.530,2076370,2.519,190446,2.541,2611324,2.765,729751,2.855,222860,2.866,2981096,2.922,322727,3.000,28998,3.056,233642,3.157,5639806,3.056,1223819,3.157,550020,3.201,583247,3.369,795583,3.280,1898862,3.302,1131909,3.291,330475,3.470,3903002,3.392,3214657,,,3.671,560517,3.705,9195484,3.716,486834,3.772,2102892,3.873,2057379,3.873,2042668,3.996,7015,4.018,7850873,4.152,7715727,4.186,6963134,4.231,6378882,4.387,86651,4.387,1932828,4.488,1589979,4.689,5126098,4.801,3714846,4.801,7966
!,!,MZ002H-Pool20-P007B3-S071-T12,MZ002H-Pool20-P007B3-S071-T12.d,Sample,,5/19/2016 11:12 PM,,,1.098,2310273,1.121,2702699,1.277,108932,1.535,685095,1.658,449216,1.758,10719,1.691,4159478,2.161,1264168,1.937,1397112,1.960,14504953,2.004,4562510,1.881,7306,1.993,2732102,2.004,769578,2.038,9252079,2.060,5614607,2.183,846924,2.217,75888,2.217,1648761,2.273,4660694,2.284,2113228,2.362,1809835,2.385,3908725,2.407,2641036,2.497,1551481,2.530,11000571,2.530,273506,2.564,3945475,2.776,1791846,2.855,367449,2.866,5190672,2.922,608938,3.011,12054,3.056,258747,3.201,9458593,3.056,2316670,3.157,888755,3.201,1195561,3.447,1401915,3.280,4142525,3.302,2270470,3.291,630360,3.470,3089643,3.392,3879753,3.503,0,3.660,790579,3.705,12957573,3.716,729042,3.772,3162872,3.873,2557270,3.873,2551815,4.007,7341,4.018,9409088,4.152,9570008,4.186,7343983,4.230,7289118,4.387,101161,4.387,2376254,4.488,1894242,4.689,6064870,4.801,3321306,,
!,!,MZ002H-Pool20-P007B4-S072-T12,MZ002H-Pool20-P007B4-S072-T12.d,Sample,,5/20/2016 1:47 AM,,,1.095,2113838,1.118,2445249,1.274,88655,1.532,476179,1.655,321445,1.599,10057,1.688,3275541,2.001,658432,1.934,1275121,1.957,12011547,2.001,3888170,2.024,1891,1.990,2074184,2.013,517305,2.046,7010086,2.057,4122392,2.180,520809,2.214,33950,2.214,949250,2.270,4215922,2.281,1968597,2.359,1125517,2.382,3297909,2.393,1584463,2.482,1401644,2.527,3012574,2.527,197370,2.538,3044410,2.762,1170138,2.863,263731,2.863,3699850,2.919,498940,3.008,45475,3.064,293137,3.176,8173940,3.053,1691194,3.154,507554,3.198,989240,3.377,1347367,3.288,2967313,3.310,1907805,3.299,447494,3.467,4175875,3.400,5123646,3.556,0,3.668,689282,3.702,11113819,3.724,1213680,3.780,2698478,3.869,2468384,3.869,2463111,3.993,9849,4.015,9882652,4.149,10495712,4.183,8612195,4.239,7932969,4.384,113539,4.384,2570712,4.485,2011709,4.697,6556477,4.809,3919703,,
!,!,MZ002H-Pool20-P007C1-S073-T00,MZ002H-Pool20-P007C1-S073-T00.d,Sample,,5/20/2016 8:56 PM,,,1.086,2102799,1.119,2113813,1.276,75227,1.545,430698,1.668,111232,1.600,17223,1.690,2556436,1.903,264701,1.936,1120877,1.958,10089276,2.014,2943491,2.037,7829,1.992,1914297,2.014,519796,2.048,6319808,2.059,4572370,2.182,543058,2.216,51745,2.216,1054785,2.272,3362238,2.283,1474255,2.361,1038166,2.372,3361989,2.395,1438885,2.484,1016993,2.529,1987046,2.529,133181,2.540,2414103,2.764,756247,2.865,231381,2.865,3065599,2.920,322863,3.010,43796,3.055,230519,3.155,6208849,3.055,1323951,3.155,427382,3.200,593956,3.368,690526,3.278,1999417,3.301,1351504,3.301,295181,3.469,1422612,3.402,3269257,3.525,306046,3.670,711414,3.704,10793659,3.715,1536071,3.771,2252561,3.871,3285052,3.871,3271953,4.006,3108,4.017,8168581,4.151,7889546,4.185,7733066,4.240,5345956,4.386,73036,4.386,1643397,4.487,1429237,4.699,4450400,4.811,4148990,4.800,2388071
!,!,MZ002H-Pool20-P007C2-S074-T00,MZ002H-Pool20-P007C2-S074-T00.d,Sample,,5/20/2016 11:31 PM,,,1.078,1954957,1.123,1959107,1.280,71115,1.537,402365,1.660,117279,1.593,26137,1.694,2218263,1.917,272517,1.940,1036385,1.962,9414447,2.007,2870765,1.973,406,1.996,1395460,2.007,506596,2.040,6231642,2.063,4637326,2.186,520797,2.219,44427,2.219,1001039,2.264,3117966,2.275,1371356,2.365,1002434,2.376,2975407,2.398,1306812,2.488,938489,2.533,1797295,2.521,120438,2.533,2206807,2.768,685562,2.857,225566,2.868,3154755,2.913,344765,3.002,33148,3.058,201080,3.148,5897337,3.058,1325042,3.159,500050,3.193,572818,3.360,729269,3.282,2125408,3.304,1306052,3.293,290185,3.472,962231,3.394,3113830,3.528,344023,3.674,782937,3.707,11375004,3.718,1569986,3.774,2367025,3.875,4043816,3.875,4054192,4.020,410,4.020,7979773,4.155,7982930,4.188,7295209,4.233,5054952,4.390,85728,4.390,1574982,4.490,1238673,4.692,4386624,4.804,5258474,4.804,3138391
!,!,MZ002H-Pool20-P007C3-S075-T00,MZ002H-Pool20-P007C3-S075-T00.d,Sample,,5/21/2016 2:05 AM,,,1.087,2029513,1.131,2253489,1.288,80213,1.545,482990,1.657,103642,1.601,24603,1.691,2862528,1.914,92092,1.937,1228283,1.959,10964830,2.004,3226009,2.037,6825,1.993,2031125,2.015,487039,2.049,7008076,2.060,4425079,2.183,608337,2.227,57951,2.227,1075623,2.261,3754234,2.283,1677717,2.362,1202267,2.373,3480715,2.395,1484359,2.485,1094838,2.530,1811490,2.530,140609,2.541,2616099,2.764,824119,2.854,249945,2.865,3744871,2.921,439754,2.999,25924,3.055,217328,3.145,6795717,3.055,1474409,3.156,578192,3.190,655822,3.368,993699,3.279,2293718,3.301,1436760,3.290,322137,3.469,1403050,3.402,3293305,3.525,363387,3.671,783514,3.704,11185727,3.715,2250121,3.782,2515812,3.872,3501938,3.872,3494320,3.995,2324,4.017,8516745,4.152,8328732,4.185,8026870,4.230,5579872,4.386,87465,4.386,1718661,4.487,1339207,4.688,4939650,4.800,4380011,4.800,3266155
